WW1USA,USA,20150930,-2
AC9HB,USA,-2,-2
WK1J,USA,20150919,20151005
KJ4UL,USA,20151008,-2
W5DMT,USA,-2,20151018
AA0ZP,USA,20150917,-2
AA9ZB,USA,20150917,-2
W6MWS,USA,-2,-2
KG8WL,USA,20150917,-2
K8NY,USA,20151215,-2
K2B,USA,20151105,-2
WN1F,USA,20151112,-2
N6WKZ,USA,20150927,20151005
KU8F,USA,20151104,-2
N4UP,USA,20151119,20151119
K6CKS,USA,20151228,-2
WB0YBZ,USA,20151104,-2
PR7CPK,Brazil,20151228,-2
KB3PNI,USA,-2,-2
KC2LXD,USA,20151106,-2
K1DWE,USA,-2,-2
N4DLT,USA,20151107,20151018
VE3WXU,Canada,20160709,-2
KA4RGF,USA,20151001,20151005
KB0SNE,USA,20151001,-2
ND8F,USA,-2,-2
KM4LLV,USA,20151104,20151022
N6O,USA,-2,-2
AA6PW,USA,20151109,-2
W6R,USA,20151113,-2
N1F,USA,20151130,-2
N4F,USA,-2,-2
W2CCW,USA,20151106,20160331
W0YY,USA,-2,-2
KC9UDL,USA,20151104,20151018
AB4VT,USA,20151104,20151018
KD0ZWJ,USA,20151209,-2
KD9DRG,USA,-2,-2
W1DLA,USA,-2,-2
K8DFA,USA,-2,-2
KC7KPG,USA,20151104,-2
K1GND,USA,20151105,20170530
N3TWM,USA,20160208,20160315
KF7UX,USA,20151116,-2
K3ATY,USA,20151128,-2
K1INX,USA,20151104,-2
K2OQ,USA,20180829,-2
W2CCC,USA,20151219,20151019
KE5WM,USA,-2,-2
KD0QIV,USA,20151104,-2
KA0KVW,USA,-2,20151024
WD4GXY,USA,20151210,20151024
K0ELS,USA,20151229,20160322
KF6JG,USA,20151104,-2
W5KIS,USA,-2,-2
N1PVT,USA,20151105,-2
WB7VNL,USA,20151113,-2
W7AJP,USA,20160113,-2
K5SSL,USA,20151116,20151024
AG5AC,USA,-2,-2
K1GHC,USA,-2,20160422
AG5Z,USA,20151105,20151024
W7ALR,USA,-2,-2
NR1D,USA,-2,20160319
KD4ULW,USA,20151110,-2
KL3IH,Alaska,20151106,20151030
KP3Z,Puerto Rico,-2,20160207
JA7YRR,Japan,-2,-2
G9W,England,-2,-2
WD1Z,USA,20151106,-2
KB1ODO,USA,20151106,-2
KJ5IM,USA,-2,-2
KU7O,USA,-2,-2
KD7ATL,USA,20151112,-2
N7RSF,USA,20151209,-2
W2CSI,USA,20151113,-2
WD4GXY,USA,20151210,20151105
KJ7CY,USA,20151128,-2
W3SCA,USA,-2,20151128
K7PGL,USA,20151118,-2
KF7BA,USA,20151116,20151107
KF7UX,USA,-2,-2
K5KMH,USA,20151109,-2
N5KUC,USA,-2,-2
KB1JTB,USA,-2,20151112
N7ELB,USA,-2,20151112
N4UP,USA,20151219,-2
KI6AHH,USA,-2,-2
W7WSB,USA,20151128,-2
W4MCD,USA,-2,-2
KG7OMM,USA,-2,-2
KD8SAV,USA,20151123,20151119
AD0NP,USA,20151204,20151119
KG7BAN,USA,20151124,20160111
W4WRL,USA,-2,-2
KG5JIM,USA,20151207,-2
W7XTZ,USA,-2,-2
ND8F,USA,-2,-2
W5HEH,USA,-2,-2
N7WSH,USA,-2,-2
N4ZGH,USA,-2,-2
K1HIF,USA,-2,-2
KF7UX,USA,20151207,-2
KJ4WNW,USA,-2,20151126
W1TJL,USA,20161014,20151124
K0EA,USA,20151214,-2
K0FVF,USA,-2,20160131
WA2TPU,USA,20151214,-2
N1CDN,USA,20151210,20151203
K5CKS,USA,20151228,20151215
KA1TM,USA,20160114,-2
KA8YIT,USA,20151211,20151206
N4UP,USA,20151219,20151203
AG5Z,USA,20151105,20151203
KC6ZME,USA,-2,-2
W4WRL,USA,20160104,-2
KF6JG,USA,20151104,-2
K8DFA,USA,-2,-2
K9DVB,USA,-2,-2
W7PK,USA,-2,-2
KK7H,USA,20151214,20151204
KF6JG,USA,-2,-2
KK4III,USA,-2,-2
W1PEF,USA,20151215,20151204
K9DBV,USA,20151207,-2
KC2LXD,USA,-2,-2
WH6S,Hawaiian Is.,-2,20151214
N5KUC,USA,-2,20160106
KD2N,USA,20151223,-2
KC9ZIM,USA,-2,-2
AB3TY,USA,-2,-2
VE3JPJ,Canada,20161229,-2
W1PEF,USA,20151215,20160423
KG5CPH,USA,-2,-2
N9BFI,USA,-2,-2
VE2OCH,Canada,20161115,-2
KJ5IM,USA,-2,-2
IK4GRO,Italy,-2,-2
K1YAG,USA,20161016,-2
KI6WOX,USA,-2,-2
KE7AH,USA,20161102,-2
KE5ISO,USA,20161103,20161101
N8AAE,USA,-2,-2
WL7X,Alaska,20161119,20161107
KD2FTA,USA,-2,-2
W4DJL,USA,20161115,20161114
WA6AAC,USA,20161122,-2
W6RO,USA,20161205,-2
KJ5IM,USA,-2,-2
KF5GTX,USA,-2,20161112
KE4YUB,USA,-2,-2
N9BFI,USA,20161121,-2
W4RTT,USA,20161129,20161112
N0OII,USA,20161116,-2
VE3XYY,Canada,20161209,20170930
KG7SNE,USA,20161121,-2
KC8QFF,USA,20161119,20161115
KC1YL,USA,20161116,-2
UV5U,Ukraine,20160121,-2
WB7BOW,USA,20170810,20170603
W1LEM,USA,20170814,20170812
KA8G,USA,-2,-2
KI4KWR,USA,20170812,20170621
W9IMS,USA,-2,-2
XE2PXN,Mexico,20171101,20170806
KW4HT,USA,20170814,20170801
GW4UVN,Wales,-2,-2
HI8CSS,Dominican Republic,-2,-2
YV5DRN,Venezuela,-2,20170915
DK5IR,Fed. Rep. of Germany,20180424,-2
PT7BL/VE3,Canada,-2,-2
CO2YQ,Cuba,-2,20170917
EA3KY,Spain,-2,20170923
LU1XU,Argentina,-2,20170922
CE2VQF,Chile,20180607,20180604
F4FTV,France,-2,20180109
PY7KG,Brazil,-2,20170928
IU4FNO,Italy,-2,20170919
UY1HY,Ukraine,-2,20170919
TI2CC,Costa Rica,-2,20170919
OE3UKW,Austria,20180301,20171103
IU4FIT,Italy,20180301,20170919
OM2AGN,Slovak Republic,-2,20170930
CE3DNP,Chile,20180301,20170922
CO2YQ,Cuba,-2,-2
HK4EGW,Colombia,-2,-2
CU2AP,Azores,-2,20170921
IZ4REF,Italy,20180710,-2
CE4SFG,Chile,-2,20170921
EI7HDB,Ireland,20180527,20170923
EB5AG,Spain,-2,20170923
EA1RT,Spain,20180612,-2
EA8/YL3AKQ,Canary Is.,20171207,20180223
LU3XCC,Argentina,-2,-2
TI4DJ,Costa Rica,-2,20170926
PD7RF,Netherlands,20180301,20170923
OH8MSI,Finland,-2,-2
ON6SAT,Belgium,-2,20170923
F6HKA,France,20171209,20170924
ON5PO,Belgium,-2,20171002
F1MWV,France,20171218,20170923
OE3DMA,Austria,-2,20180806
G3PGA,England,20171214,20170923
HA1RB,Hungary,20180301,20170923
LZ2RR,Bulgaria,20180301,20170930
EA8LG,Canary Is.,-2,20170929
M0DHO,England,-2,20170924
Z37M,Macedonia,-2,20170924
DK1MAX,Fed. Rep. of Germany,-2,20170923
YN1ECF,Nicaragua,20171216,-2
W2/JR1AQN,USA,-2,-2
CF2KZ,Canada,-2,-2
OK2ZO,Czech Republic,-2,20170924
HB9ACA,Switzerland,-2,20170924
SM4DHF,Sweden,-2,20170924
SM6CKU,Sweden,-2,-2
RG3R,European Russia,-2,20170924
RU6YJ,European Russia,-2,20171009
LA1KUA,Norway,-2,20180223
UT1UL,Ukraine,-2,20170927
MM3LLU,Scotland,-2,20170927
YO2RLC,Romania,-2,20171014
OH1LA,Finland,-2,20170926
ZP5YW,Paraguay,-2,20170924
OF3EQY,Finland,-2,-2
OK5NW,Czech Republic,-2,20170925
T77C,San Marino,-2,20180328
I6NO,Italy,-2,20170925
OZ7D,Denmark,-2,20170927
MI0LLG,Northern Ireland,-2,20170927
GW3KJW,Wales,-2,-2
SP3SC,Poland,-2,20170926
IT9PQJ,Italy,-2,20170926
MW0CSO,Wales,-2,-2
SV5BYP,Dodecanese,-2,-2
GW0TKX,Wales,-2,20170926
E73ENS,Bosnia-Hercegovina,-2,-2
SV1AVT,Greece,-2,20170925
GS8VL,Scotland,-2,20171004
OE1ALW,Austria,-2,20170925
SV1AZL,Greece,-2,20170926
S51U,Slovenia,20180424,20171001
OK2BOX,Czech Republic,-2,-2
4Z4DX,Israel,-2,-2
9A5N,Croatia,-2,20170927
SP9H,Poland,-2,20170927
GM3PPE,Scotland,-2,20170930
CT1EGW,Portugal,-2,20180120
GD0TEP,Isle of Man,-2,20170926
GM4UYE,Scotland,-2,20170925
9A1FL,Croatia,-2,20170929
WL7X,Alaska,-2,20171002
CT1EKU,Portugal,-2,20170925
YL3ID,Latvia,-2,20171005
IS0DCR,Sardinia,-2,20180709
ES3RM,Estonia,20171226,-2
OZ1KEF,Denmark,-2,-2
MW0BYS,Wales,-2,-2
CT2GQN,Portugal,-2,20171003
LX1HD,Luxembourg,-2,20170927
YO9HP,Romania,-2,20171001
OH2FQV,Finland,-2,20170928
OH5VG,Finland,-2,20180315
S58N,Slovenia,20180424,20170927
9A3K,Croatia,-2,20180223
SV1CNS,Greece,-2,20170926
TF2MSN,Iceland,-2,-2
YO7ISV,Romania,-2,20170926
EA8/YL3AKQ,Canary Is.,20171207,-2
ZS6AI,South Africa,-2,20170926
JA7QVI,Japan,-2,20170928
HK4EGW,Colombia,-2,-2
CU2AP,Azores,20171226,20170928
SV5BYP,Dodecanese,-2,-2
YL3AKQ,Latvia,-2,20180223
E76C,Bosnia-Hercegovina,-2,20171004
ZS6PVT,South Africa,-2,-2
9Y4DA,Trinidad/Tobago,-2,20171218
VK3LDB,Australia,-2,20170928
VK2AR,Australia,-2,-2
P40M,Aruba,-2,20171006
ZL4DH,New Zealand,-2,-2
IS0GQX,Sardinia,-2,20170930
4Z5MU,Israel,-2,20171022
OX3XR,Greenland,-2,20171012
HK3W,Colombia,-2,20171001
HC5VF,Ecuador,-2,20171001
NO4J,USA,-2,20171002
S51AF,Slovenia,-2,20171001
PA7ZZ,Netherlands,-2,20171001
9Z4A,Trinidad/Tobago,-2,-2
CX5RZ,Uruguay,-2,20171129
P40N,Aruba,-2,20171011
EI4KF,Ireland,-2,-2
ZB2TT,Gibraltar,-2,20171010
LZ2BE,Bulgaria,-2,20171009
SP2DDX,Poland,-2,20171206
OA4AI,Peru,-2,20171002
VK3VM,Australia,-2,20171003
S58N,Slovenia,-2,20171010
LY3W,Lithuania,-2,20171003
XE2FGC,Mexico,-2,-2
CX4RX,Uruguay,-2,-2
ZL3NB,New Zealand,-2,20171006
NC4KG,USA,-2,20171004
LU5VV,Argentina,-2,20171004
OY1R/MM,,-2,20171108
LA3LUA,Norway,-2,20171005
PC2D,Netherlands,-2,20171007
ON4PS,Belgium,-2,-2
TF5B,Iceland,-2,20171004
RG4F,European Russia,-2,20180918
YU7BW,Serbia,-2,-2
YU1NR,Serbia,-2,20180101
EW2ABC,Belarus,-2,-2
TA4LYL,Turkey,-2,20171005
IC8TEM,Italy,-2,20171102
RA4P,European Russia,-2,20171008
EU7A,Belarus,-2,20171102
YT1XN,Serbia,20180301,-2
HI8SMX,Dominican Republic,-2,20180611
KL7J,Alaska,-2,20171008
R9CQ,Asiatic Russia,-2,-2
TF3ARI,Iceland,-2,20171010
PJ2DD,Curacao,-2,-2
9Y4C,Trinidad/Tobago,-2,20171015
CN2MA,Morocco,-2,-2
SV5DKL,Dodecanese,-2,20171102
TI2CC,Costa Rica,-2,20171102
WD8KRV,USA,-2,20171102
KG4HF,Guantanamo Bay,-2,20171102
K4KGM,USA,-2,20171016
XT2AW,Burkina Faso,-2,20171102
EA9BO,Ceuta/Melilla,-2,20171102
HK0RMR,San Andres/Providencia,-2,20180801
HQ2DDL,Honduras,-2,20171018
G4ZMM,England,-2,20171119
VP9NM,Bermuda,-2,20171121
5K0T,San Andres/Providencia,-2,20180310
9Z4DZ,Trinidad/Tobago,-2,20180304
K4KRK,USA,-2,20171119
PZ5V,Suriname,-2,20171121
MI0NWA,Northern Ireland,-2,20171121
5T1A,Mauritania,-2,20171220
AC7NU,USA,-2,20180530
FG5BZ,Guadeloupe,20180301,20171203
FG5FI,Guadeloupe,-2,-2
TG9ADQ,Guatemala,-2,20171126
YO5LD,Romania,-2,20171127
TG9ANF,Guatemala,-2,20171127
EA6OK,Balearic Is.,-2,-2
RN2F,Kaliningrad,-2,20180125
5T1R,Mauritania,-2,20180204
HP1AVS,Panama,-2,-2
FR4PV,Reunion,-2,20180123
ON4PS,Belgium,-2,-2
KS4OT,USA,-2,20171201
PJ4/NA9Q,Bonaire,-2,20171213
C5YK,The Gambia,-2,20180101
HH2AA,Haiti,-2,20171208
5T1R,Mauritania,-2,-2
FR5ZE,Reunion,-2,20180111
ZF2BR,Cayman Is.,-2,-2
WP4JLU,Puerto Rico,-2,20180124
TI4DJ,Costa Rica,-2,20171226
TR8CA,Gabon,-2,20171215
V51YJ,Namibia,-2,20171217
HP1RY,Panama,-2,-2
FR5CB,Reunion,-2,20171219
D4Z,Cape Verde,-2,20171224
YC4FIK,Indonesia,-2,20180321
V51YJ,Namibia,-2,20171226
D41CV,Cape Verde,-2,20171226
KB7MM,USA,-2,20180101
ZS6EA,South Africa,-2,20171231
J79WTA,Dominica,-2,20180531
RI1ANO,S Shetland Is.,-2,20171231
IT9EJW,Italy,-2,-2
TK4LS,Corsica,-2,20171231
KL7YK,Alaska,-2,20180101
VP2ETE,Anguilla,-2,20180408
WJ3OE,USA,-2,20180411
5V1JE,Togo,-2,20180411
AE4WG,USA,-2,20180413
SV1HAK,Greece,-2,20180417
EI8GS,Ireland,-2,20180417
J35X,Grenada,-2,20180514
VP8LP,Falkland Is.,-2,-2
SV9CVY,Crete,-2,20180417
WB5RUH,USA,-2,20180626
TM3Y,France,-2,20180417
EA9ABC,Ceuta/Melilla,-2,20180417
9H1AE,Malta,20180816,20180420
FJ/N0KV,St. Barthelemy,-2,20180423
6Y5WJ,Jamaica,-2,-2
YS1CJA,El Salvador,-2,-2
OD5VB,Lebanon,-2,-2
SV1OCA,Greece,20180604,20180424
SV2CBA,Greece,-2,20180509
CT3KN,Madeira Is.,-2,20180428
K9IMM,USA,-2,20180430
5B4ALJ,Cyprus,20180608,20180501
IZ0HTR,Italy,-2,-2
9G5AR,Ghana,20180526,20180501
6Y5IDX,Jamaica,20180612,20180509
FS/KH8Z,Saint Martin,-2,20180714
5B4AMX,Cyprus,-2,-2
EU1KY,Belarus,20180709,20180528
A92AA,Bahrain,-2,20180528
9K2MU,Kuwait,-2,20180601
PZ5RA,Suriname,-2,20180910
V31DL,Belize,20180905,20180705
S01WS,Western Sahara,-2,-2
RA1OD,European Russia,-2,20180811
WA2VJL,USA,-2,-2
CM2JGM,Cuba,-2,20180814
W9V,USA,20181010,-2
YV5AAX,Venezuela,-2,-2
K3XR,USA,-2,-2
WA2WAP,USA,-2,20180829
HP1CDZ,Panama,-2,-2
KV4FZ,Virgin Is.,-2,20180919
FR4OO,Reunion,-2,-2
S79LD,Seychelles,-2,20181012
9L1YXJ,Sierra Leone,-2,-2
